time,avg,max,med,min,q25,q75,std,num_peaks,peak_prominence,peak_distance,exercise,pace,sensor_type
2024-12-10 17:18:12,"0   -0.021522
Name: avg, dtype: float64","0    0.090518
Name: max, dtype: float64","0   -0.018329
Name: med, dtype: float64","0   -0.075635
Name: min, dtype: float64","0   -0.0649
Name: q25, dtype: float64","0    0.003255
Name: q75, dtype: float64","0    0.039713
Name: std, dtype: float64","0    77.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    48.710526
Name: peak_distance, dtype: float64",exercise 1,correct,gyroscope
2024-12-10 17:18:14,"0    0.002102
Name: avg, dtype: float64","0    0.100635
Name: max, dtype: float64","0   -0.00485
Name: med, dtype: float64","0   -0.067045
Name: min, dtype: float64","0   -0.022772
Name: q25, dtype: float64","0    0.02021
Name: q75, dtype: float64","0    0.037423
Name: std, dtype: float64","0    77.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    48.710526
Name: peak_distance, dtype: float64",exercise 1,correct,gyroscope
2024-12-10 17:18:16,"0   -0.035235
Name: avg, dtype: float64","0    0.036372
Name: max, dtype: float64","0   -0.044748
Name: med, dtype: float64","0   -0.07202
Name: min, dtype: float64","0   -0.062379
Name: q25, dtype: float64","0   -0.007059
Name: q75, dtype: float64","0    0.030535
Name: std, dtype: float64","0    77.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    48.710526
Name: peak_distance, dtype: float64",exercise 1,correct,gyroscope
2024-12-10 17:18:18,"0   -0.038643
Name: avg, dtype: float64","0    0.018025
Name: max, dtype: float64","0   -0.042566
Name: med, dtype: float64","0   -0.0722
Name: min, dtype: float64","0   -0.048056
Name: q25, dtype: float64","0   -0.031028
Name: q75, dtype: float64","0    0.019357
Name: std, dtype: float64","0    77.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    48.710526
Name: peak_distance, dtype: float64",exercise 1,correct,gyroscope
2024-12-10 17:18:20,"0   -0.049609
Name: avg, dtype: float64","0    0.009442
Name: max, dtype: float64","0   -0.062546
Name: med, dtype: float64","0   -0.072324
Name: min, dtype: float64","0   -0.067727
Name: q25, dtype: float64","0   -0.032925
Name: q75, dtype: float64","0    0.023193
Name: std, dtype: float64","0    77.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    48.710526
Name: peak_distance, dtype: float64",exercise 1,correct,gyroscope
2024-12-10 17:18:22,"0   -0.023636
Name: avg, dtype: float64","0    0.051771
Name: max, dtype: float64","0   -0.026114
Name: med, dtype: float64","0   -0.064115
Name: min, dtype: float64","0   -0.039991
Name: q25, dtype: float64","0   -0.009364
Name: q75, dtype: float64","0    0.02445
Name: std, dtype: float64","0    77.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    48.710526
Name: peak_distance, dtype: float64",exercise 1,correct,gyroscope
2024-12-10 17:18:24,"0   -0.029081
Name: avg, dtype: float64","0    0.054306
Name: max, dtype: float64","0   -0.033929
Name: med, dtype: float64","0   -0.064535
Name: min, dtype: float64","0   -0.044762
Name: q25, dtype: float64","0   -0.019828
Name: q75, dtype: float64","0    0.024352
Name: std, dtype: float64","0    77.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    48.710526
Name: peak_distance, dtype: float64",exercise 1,correct,gyroscope
2024-12-10 17:18:26,"0    0.014122
Name: avg, dtype: float64","0    0.207902
Name: max, dtype: float64","0    0.002037
Name: med, dtype: float64","0   -0.041282
Name: min, dtype: float64","0   -0.016948
Name: q25, dtype: float64","0    0.020327
Name: q75, dtype: float64","0    0.052787
Name: std, dtype: float64","0    77.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    48.710526
Name: peak_distance, dtype: float64",exercise 1,correct,gyroscope
2024-12-11 07:26:14,"0    0.914146
Name: avg, dtype: float64","0    4.809991
Name: max, dtype: float64","0    0.333251
Name: med, dtype: float64","0   -0.37986
Name: min, dtype: float64","0   -0.1091
Name: q25, dtype: float64","0    1.699865
Name: q75, dtype: float64","0    1.286183
Name: std, dtype: float64","0    38.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    130.864865
Name: peak_distance, dtype: float64",exercise 1,correct,accelerometer
2024-12-11 07:26:18,"0   -0.120642
Name: avg, dtype: float64","0    0.290174
Name: max, dtype: float64","0   -0.128033
Name: med, dtype: float64","0   -0.367757
Name: min, dtype: float64","0   -0.211698
Name: q25, dtype: float64","0   -0.074584
Name: q75, dtype: float64","0    0.150888
Name: std, dtype: float64","0    38.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    130.864865
Name: peak_distance, dtype: float64",exercise 1,correct,accelerometer
2024-12-11 07:26:24,"0   -0.268346
Name: avg, dtype: float64","0    0.115837
Name: max, dtype: float64","0   -0.30893
Name: med, dtype: float64","0   -0.388888
Name: min, dtype: float64","0   -0.338607
Name: q25, dtype: float64","0   -0.247094
Name: q75, dtype: float64","0    0.11369
Name: std, dtype: float64","0    38.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    130.864865
Name: peak_distance, dtype: float64",exercise 1,correct,accelerometer
2024-12-11 07:26:28,"0   -0.297725
Name: avg, dtype: float64","0   -0.214637
Name: max, dtype: float64","0   -0.303628
Name: med, dtype: float64","0   -0.366907
Name: min, dtype: float64","0   -0.336594
Name: q25, dtype: float64","0   -0.260804
Name: q75, dtype: float64","0    0.043417
Name: std, dtype: float64","0    38.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    130.864865
Name: peak_distance, dtype: float64",exercise 1,correct,accelerometer
2024-12-11 07:26:32,"0   -0.279065
Name: avg, dtype: float64","0   -0.002315
Name: max, dtype: float64","0   -0.303411
Name: med, dtype: float64","0   -0.390008
Name: min, dtype: float64","0   -0.337755
Name: q25, dtype: float64","0   -0.228781
Name: q75, dtype: float64","0    0.083934
Name: std, dtype: float64","0    38.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    130.864865
Name: peak_distance, dtype: float64",exercise 1,correct,accelerometer
2024-12-11 07:26:36,"0   -0.378772
Name: avg, dtype: float64","0   -0.235668
Name: max, dtype: float64","0   -0.399678
Name: med, dtype: float64","0   -0.433385
Name: min, dtype: float64","0   -0.40938
Name: q25, dtype: float64","0   -0.350499
Name: q75, dtype: float64","0    0.045826
Name: std, dtype: float64","0    38.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    130.864865
Name: peak_distance, dtype: float64",exercise 1,correct,accelerometer
2024-12-11 07:26:40,"0   -0.226117
Name: avg, dtype: float64","0   -0.044655
Name: max, dtype: float64","0   -0.239944
Name: med, dtype: float64","0   -0.343996
Name: min, dtype: float64","0   -0.293227
Name: q25, dtype: float64","0   -0.163583
Name: q75, dtype: float64","0    0.07748
Name: std, dtype: float64","0    38.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    130.864865
Name: peak_distance, dtype: float64",exercise 1,correct,accelerometer
2024-12-11 07:26:44,"0   -0.289268
Name: avg, dtype: float64","0   -0.092119
Name: max, dtype: float64","0   -0.302191
Name: med, dtype: float64","0   -0.398435
Name: min, dtype: float64","0   -0.329629
Name: q25, dtype: float64","0   -0.264764
Name: q75, dtype: float64","0    0.065211
Name: std, dtype: float64","0    38.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    130.864865
Name: peak_distance, dtype: float64",exercise 1,correct,accelerometer
2024-12-11 07:26:48,"0   -0.2953
Name: avg, dtype: float64","0   -0.123738
Name: max, dtype: float64","0   -0.305068
Name: med, dtype: float64","0   -0.404788
Name: min, dtype: float64","0   -0.346921
Name: q25, dtype: float64","0   -0.26349
Name: q75, dtype: float64","0    0.071508
Name: std, dtype: float64","0    38.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    130.864865
Name: peak_distance, dtype: float64",exercise 1,correct,accelerometer
2024-12-11 07:26:54,"0   -0.286076
Name: avg, dtype: float64","0   -0.103239
Name: max, dtype: float64","0   -0.289355
Name: med, dtype: float64","0   -0.41162
Name: min, dtype: float64","0   -0.33308
Name: q25, dtype: float64","0   -0.253376
Name: q75, dtype: float64","0    0.066354
Name: std, dtype: float64","0    38.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    130.864865
Name: peak_distance, dtype: float64",exercise 1,correct,accelerometer
2024-12-11 07:26:58,"0    0.494479
Name: avg, dtype: float64","0    2.64891
Name: max, dtype: float64","0    0.028829
Name: med, dtype: float64","0   -0.317807
Name: min, dtype: float64","0   -0.141698
Name: q25, dtype: float64","0    1.025097
Name: q75, dtype: float64","0    0.83612
Name: std, dtype: float64","0    38.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    130.864865
Name: peak_distance, dtype: float64",exercise 1,correct,accelerometer
2024-12-11 07:26:14,"0    0.499681
Name: avg, dtype: float64","0    2.539432
Name: max, dtype: float64","0    0.407515
Name: med, dtype: float64","0   -0.256515
Name: min, dtype: float64","0   -0.100284
Name: q25, dtype: float64","0    0.851571
Name: q75, dtype: float64","0    0.687779
Name: std, dtype: float64","0    31.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    160.8
Name: peak_distance, dtype: float64",exercise 1,correct,gyroscope
2024-12-11 07:26:18,"0   -0.113824
Name: avg, dtype: float64","0    0.180067
Name: max, dtype: float64","0   -0.151076
Name: med, dtype: float64","0   -0.248129
Name: min, dtype: float64","0   -0.209501
Name: q25, dtype: float64","0   -0.070596
Name: q75, dtype: float64","0    0.124695
Name: std, dtype: float64","0    31.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    160.8
Name: peak_distance, dtype: float64",exercise 1,correct,gyroscope
2024-12-11 07:26:24,"0   -0.274918
Name: avg, dtype: float64","0   -0.164809
Name: max, dtype: float64","0   -0.284183
Name: med, dtype: float64","0   -0.315678
Name: min, dtype: float64","0   -0.301044
Name: q25, dtype: float64","0   -0.261838
Name: q75, dtype: float64","0    0.03592
Name: std, dtype: float64","0    31.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    160.8
Name: peak_distance, dtype: float64",exercise 1,correct,gyroscope
2024-12-11 07:26:28,"0   -0.288985
Name: avg, dtype: float64","0   -0.249606
Name: max, dtype: float64","0   -0.294305
Name: med, dtype: float64","0   -0.312185
Name: min, dtype: float64","0   -0.299296
Name: q25, dtype: float64","0   -0.28206
Name: q75, dtype: float64","0    0.015678
Name: std, dtype: float64","0    31.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    160.8
Name: peak_distance, dtype: float64",exercise 1,correct,gyroscope
2024-12-11 07:26:32,"0   -0.233689
Name: avg, dtype: float64","0   -0.122908
Name: max, dtype: float64","0   -0.255196
Name: med, dtype: float64","0   -0.295223
Name: min, dtype: float64","0   -0.274998
Name: q25, dtype: float64","0   -0.203121
Name: q75, dtype: float64","0    0.052184
Name: std, dtype: float64","0    31.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    160.8
Name: peak_distance, dtype: float64",exercise 1,correct,gyroscope
2024-12-11 07:26:36,"0   -0.283351
Name: avg, dtype: float64","0   -0.227475
Name: max, dtype: float64","0   -0.292209
Name: med, dtype: float64","0   -0.316053
Name: min, dtype: float64","0   -0.303105
Name: q25, dtype: float64","0   -0.271532
Name: q75, dtype: float64","0    0.027046
Name: std, dtype: float64","0    31.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    160.8
Name: peak_distance, dtype: float64",exercise 1,correct,gyroscope
2024-12-11 07:26:40,"0   -0.146996
Name: avg, dtype: float64","0   -0.053946
Name: max, dtype: float64","0   -0.146297
Name: med, dtype: float64","0   -0.278517
Name: min, dtype: float64","0   -0.174841
Name: q25, dtype: float64","0   -0.118984
Name: q75, dtype: float64","0    0.047044
Name: std, dtype: float64","0    31.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    160.8
Name: peak_distance, dtype: float64",exercise 1,correct,gyroscope
2024-12-11 07:26:44,"0   -0.270778
Name: avg, dtype: float64","0   -0.22626
Name: max, dtype: float64","0   -0.267857
Name: med, dtype: float64","0   -0.309943
Name: min, dtype: float64","0   -0.286114
Name: q25, dtype: float64","0   -0.258451
Name: q75, dtype: float64","0    0.019346
Name: std, dtype: float64","0    31.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    160.8
Name: peak_distance, dtype: float64",exercise 1,correct,gyroscope
2024-12-11 07:26:48,"0   -0.276013
Name: avg, dtype: float64","0   -0.206137
Name: max, dtype: float64","0   -0.285607
Name: med, dtype: float64","0   -0.311756
Name: min, dtype: float64","0   -0.292413
Name: q25, dtype: float64","0   -0.266569
Name: q75, dtype: float64","0    0.027084
Name: std, dtype: float64","0    31.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    160.8
Name: peak_distance, dtype: float64",exercise 1,correct,gyroscope
2024-12-11 07:26:54,"0   -0.159989
Name: avg, dtype: float64","0    0.022361
Name: max, dtype: float64","0   -0.173094
Name: med, dtype: float64","0   -0.283279
Name: min, dtype: float64","0   -0.233511
Name: q25, dtype: float64","0   -0.081584
Name: q75, dtype: float64","0    0.087904
Name: std, dtype: float64","0    31.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    160.8
Name: peak_distance, dtype: float64",exercise 1,correct,gyroscope
2024-12-11 07:26:58,"0    0.405483
Name: avg, dtype: float64","0    2.467615
Name: max, dtype: float64","0    0.005326
Name: med, dtype: float64","0   -0.229889
Name: min, dtype: float64","0   -0.102135
Name: q25, dtype: float64","0    0.544287
Name: q75, dtype: float64","0    0.785412
Name: std, dtype: float64","0    31.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    160.8
Name: peak_distance, dtype: float64",exercise 1,correct,gyroscope
2024-12-09 13:33:08,"0    0.068275
Name: avg, dtype: float64","0    1.073878
Name: max, dtype: float64","0   -0.058958
Name: med, dtype: float64","0   -0.498765
Name: min, dtype: float64","0   -0.33093
Name: q25, dtype: float64","0    0.388671
Name: q75, dtype: float64","0    0.44584
Name: std, dtype: float64","0    71.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    41.557143
Name: peak_distance, dtype: float64",exercise 1,incorrect,accelerometer
2024-12-09 13:33:10,"0   -0.101463
Name: avg, dtype: float64","0    1.260682
Name: max, dtype: float64","0   -0.238612
Name: med, dtype: float64","0   -0.460898
Name: min, dtype: float64","0   -0.321595
Name: q25, dtype: float64","0   -0.030072
Name: q75, dtype: float64","0    0.362863
Name: std, dtype: float64","0    71.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    41.557143
Name: peak_distance, dtype: float64",exercise 1,incorrect,accelerometer
2024-12-09 13:33:12,"0    0.523123
Name: avg, dtype: float64","0    1.751291
Name: max, dtype: float64","0    0.522982
Name: med, dtype: float64","0   -0.344032
Name: min, dtype: float64","0    0.06948
Name: q25, dtype: float64","0    0.971887
Name: q75, dtype: float64","0    0.54195
Name: std, dtype: float64","0    71.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    41.557143
Name: peak_distance, dtype: float64",exercise 1,incorrect,accelerometer
2024-12-09 13:33:14,"0   -0.142622
Name: avg, dtype: float64","0    1.196067
Name: max, dtype: float64","0   -0.324489
Name: med, dtype: float64","0   -0.647387
Name: min, dtype: float64","0   -0.474664
Name: q25, dtype: float64","0    0.042971
Name: q75, dtype: float64","0    0.445261
Name: std, dtype: float64","0    71.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    41.557143
Name: peak_distance, dtype: float64",exercise 1,incorrect,accelerometer
2024-12-09 13:33:16,"0   -0.043942
Name: avg, dtype: float64","0    1.060143
Name: max, dtype: float64","0   -0.130978
Name: med, dtype: float64","0   -0.497938
Name: min, dtype: float64","0   -0.234622
Name: q25, dtype: float64","0    0.133072
Name: q75, dtype: float64","0    0.309573
Name: std, dtype: float64","0    71.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    41.557143
Name: peak_distance, dtype: float64",exercise 1,incorrect,accelerometer
2024-12-09 13:33:18,"0   -0.14913
Name: avg, dtype: float64","0    0.771337
Name: max, dtype: float64","0   -0.187426
Name: med, dtype: float64","0   -0.745027
Name: min, dtype: float64","0   -0.389473
Name: q25, dtype: float64","0   -0.02039
Name: q75, dtype: float64","0    0.352799
Name: std, dtype: float64","0    71.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    41.557143
Name: peak_distance, dtype: float64",exercise 1,incorrect,accelerometer
2024-12-09 13:33:20,"0   -0.093875
Name: avg, dtype: float64","0    1.191446
Name: max, dtype: float64","0   -0.103073
Name: med, dtype: float64","0   -0.576541
Name: min, dtype: float64","0   -0.36696
Name: q25, dtype: float64","0    0.027708
Name: q75, dtype: float64","0    0.356286
Name: std, dtype: float64","0    71.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    41.557143
Name: peak_distance, dtype: float64",exercise 1,incorrect,accelerometer
